coordinate,name,borough
"POINT(-73.98961077215267, 40.70159445124196)",I-278 BQE WESTBOUND OVER YORK ST,Brooklyn
"POINT(-73.92925546398926, 40.873812101766504)",204 ST PED BR OV METRO N RAIL,Manhattan
"POINT(-73.9490339905629, 40.83666614277416)",HENRY HUDSON PKWY OV W  158 ST,Manhattan
"POINT(-73.9778087960642, 40.795218077641614)",HHP SB RAMP FROM W   96 ST,Manhattan
"POINT(-74.0041612025511, 40.75584548230811)",W 33 OVER LAND ADJ TO AMTRAK,Manhattan
"POINT(-74.00445441641631, 40.711761421529296)",PARK ROW-BKLN OVER WILLIAM ST NB,Manhattan
"POINT(-73.97487708261806, 40.717953874947675)",FDR DRIVE NB RAMP TO HOUSTON ST,Manhattan
"POINT(-73.99994775270558, 40.70810133452254)",SOUTH ST RAMP TO FDR SB S ST,Manhattan
"POINT(-73.93154527382029, 40.866819876218415)",RAMP TO HHP NB OVER AMTRK W SIDE,Manhattan
"POINT(-73.94662004919692, 40.771567924564074)",EAST   81 ST PED BR OVER FDR DRV,Manhattan
"POINT(-73.98800402682548, 40.77957669265548)",RIVERSIDE DRIVE S OVER AMTRAK,Manhattan
"POINT(-73.9813829204758, 40.74707107756018)",E 34 ST OVER PARK AVENUE TUNNEL,Manhattan
"POINT(-73.97107964788111, 40.76838144465198)",TRNVS 1EB OV PD PTH OPP 66,Manhattan
"POINT(-74.0032989309322, 40.71130437175895)",TO PARK ROW OVER ROSE STREET,Manhattan
"POINT(-73.95401591516496, 40.74148434588154)",QUEENS MIDTOWN,Queens
"POINT(-73.92905172620442, 40.80083743607845)",ROBERT F KENNEDY,Manhattan
"POINT(-73.87705874939415, 40.842339276857004)",EAST  180 ST OVER BRONX RIVER,The Bronx
"POINT(-73.91062127206371, 40.873974525298806)",BWAY BR OVR HARLEM RIV  VEHICULAR,Manhattan
"POINT(-73.93237183447302, 40.8141271479839)",MADISON,The Bronx
"POINT(-73.91058779565651, 40.874003464731864)",BWAY BR OVR HARLEM RIVER IRT,Manhattan
"POINT(-73.91053539889651, 40.87403535966826)",BROADWAY,Manhattan
"POINT(-74.04271671853805, 40.60727790367864)",VERRAZZANO,Brooklyn
"POINT(-73.92597028313263, 40.878072603898474)",AMTRAK,Manhattan
"POINT(-73.96838854691363, 40.65831544080992)",TERRACE,Brooklyn
"POINT(-73.83827188217491, 40.73877326020479)",BOATHOUSE,Queens
"POINT(-73.93178265616959, 40.80788100477579)",3 AVENUE BRIDGE BIKE,The Bronx
"POINT(-73.8300950169235, 40.88176665140216)",TILLOTSON AVE PEDESTRIAN,The Bronx
"POINT(-73.99395441100663, 40.703847072357554)",BROOKLYN,Brooklyn
"POINT(-73.98924219391657, 40.70487170757843)",MANHATTAN,Brooklyn
"POINT(-73.91388351016103, 40.862337105843615)",UNIVERSITY HEIGHTS,The Bronx
"POINT(-74.04261429156107, 40.607303143931034)",VERRAZZANO BRIDGE UPPER ROADWAY,Brooklyn
"POINT(-73.99650894605668, 40.67411066026364)",9,Brooklyn
"POINT(-73.92157142849068, 40.87816401851388)",HENRY HUDSON,The Bronx
"POINT(-74.04284427793243, 40.60724648873304)",VERRAZZANO BRIDGE LOWER ROADWAY,Brooklyn
"POINT(-74.0442973554536, 40.6065973771766)",VERRAZZANO BRIDGE UPPER ROADWAY,Staten Island
"POINT(-74.04411432923285, 40.60668477661081)",VERRAZZANO BRIDGE LOWER ROADWAY,Staten Island
"POINT(-73.97583036119002, 40.714662673509444)",WILLIAMSBURG BR BIKE AND PED,Manhattan
"POINT(-73.924162427158, 40.876466582431675)",HENRY HUDSON BRIDGE NB RB,Manhattan
"POINT(-73.82000366280647, 40.59324636874171)",CROSS BAY VET MEM BRIDGE BIKE PATH,Queens
"POINT(-73.92414934414123, 40.876476331696935)",HENRY HUDSON,Manhattan
"POINT(-73.8210624416585, 40.868890476674196)",HUTCHINSON RIVER,The Bronx
"POINT(-73.9285220601287, 40.84700074947191)",WASHINGTON,Manhattan
"POINT(-73.9991447596062, 40.75884885236802)",LINCOLN,Manhattan
"POINT(-73.7517783876887, 40.76341346129425)",LITTLE NECK,Queens
"POINT(-73.99400146257119, 40.70382390966622)",BROOKLYN BRDG PED AND BIKE,Brooklyn
"POINT(-73.98956751136944, 40.704933427715794)",MANHATTAN BRIDGE PEDESTRIAN,Brooklyn
"POINT(-73.98914662747895, 40.704978040645145)",MANHATTAN BRIDGE BIKE,Brooklyn
"POINT(-73.93183034872831, 40.80786246053091)",3,The Bronx
"POINT(-73.92788452519541, 40.80405743794185)",WILLIS,The Bronx
"POINT(-73.88427532341606, 40.82272085731948)",EASTERN BLVD,The Bronx
"POINT(-73.98259922945458, 40.5825958265738)",STILLWELL,Brooklyn
"POINT(-73.9919414213091, 40.70960010711741)",MANHATTAN,Manhattan
"POINT(-73.9209023791142, 40.78169187991413)",HELL GATE,Queens
"POINT(-73.91676278237647, 40.801586757256835)",RFK BR BRONX PED AND BIKE PATH,The Bronx
"POINT(-73.84672248558252, 40.743755569326986)",ZOO,Queens
"POINT(-74.16972788014064, 40.56654428728391)",PURPLE HEART MEMORIAL,Staten Island
"POINT(-73.88382360441862, 40.82828030362539)",WESTCHESTER,The Bronx
"POINT(-73.79367981933186, 40.85636465843603)",CITY IS,The Bronx
"POINT(-73.79323689109216, 40.85621037488481)",CITY ISL RD OVER EASTCHESTER AV,The Bronx
"POINT(-73.7754689781331, 40.76271775243871)",CPL KNDY ST OV LIRR PORT WASH BR,Queens
"POINT(-73.77075995178205, 40.76315387989655)",BELL BLVD OVER LIRR PORT WASHBR,Queens
"POINT(-73.89929321049208, 40.74241126982325)",65 PLACE OVER LIRR,Queens
"POINT(-73.74831787831056, 40.769009905809384)",DOUGLSTN PKWY OV LIRR PT WASH BR,Queens
"POINT(-73.88352253063672, 40.733883179915544)",GRAND AVENUE OVER LIRR MAIN LINE,Queens
"POINT(-73.88019487961948, 40.73255670045024)",55 AVENUE PED BRIDGE OVER LIRR,Queens
"POINT(-73.83325732443237, 40.711754762301595)",80 ROAD OVER LIRR,Queens
"POINT(-73.8319512206715, 40.710740651021595)",82 AVENUE OVER LIRR,Queens
"POINT(-73.83014021974516, 40.709038980660665)",LEFFERTS BOULEVARD OVER LIRR,Queens
"POINT(-73.94940655042124, 40.74153486055052)",51 AV FOOTBRIDGE,Queens
"POINT(-73.94718504930003, 40.74215212953226)",49 AVENUE OVER LIRR AND AMTRAK,Queens
"POINT(-73.93896657926803, 40.74555354007756)",THOMPSON AVE OVER AMTRK LIRR YD,Queens
"POINT(-73.93508873995617, 40.7467865600371)",QUEENS BLVD OVER AMTRK LIRR YARD,Queens
"POINT(-73.9298048291923, 40.748099420140846)",HONEYWELL ST OVR AMTRK LIRR YARD,Queens
"POINT(-73.85158476070914, 40.75285252046808)",ROOSEVELT AVE OV FLSHG MDW PKRD,Queens
"POINT(-73.74672704971766, 40.732986369894334)",SPRNGFLD BLVD OVR EQUESTRIAN PTH,Queens
"POINT(-73.79912479017791, 40.76143432069509)",167 ST FOOTBRIDGE,Queens
"POINT(-73.7232634853948, 40.728952014435365)",BELT CIP OVER PATH PPP   88 ROAD,Queens
"POINT(-73.99428965785634, 40.7624577030179)",W 46 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-74.04420378784582, 40.60665473493969)",VERRAZZANO,Staten Island
"POINT(-73.99194903920325, 40.76557683310983)",W 51 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-74.24522257812289, 40.52491580044285)",OUTERBRIDGE,Staten Island
"POINT(-73.99020718991814, 40.70666003999593)",MANHATTAN BR LOWER LEVEL MANH,Manhattan
"POINT(-73.72650445944961, 40.71921666966109)",BLMNT PK N RP OV BELT CRSS IS PY,Queens
"POINT(-73.72570879955407, 40.72057917036177)",SUPERIOR RD OV BELT CROSS IS PKW,Queens
"POINT(-73.95541903973819, 40.74093652976027)",JACKSON AVENUE OVER LIRR MONTAUK,Queens
"POINT(-73.89396816005622, 40.89955944299941)",VAN CORT PK PED BR OV H HDSN PKW,The Bronx
"POINT(-73.8917707104006, 40.89967029427674)",VAN CORT EQUEST BR OV H HDSN PKW,The Bronx
"POINT(-74.15142821641031, 40.551207853918754)",NELSON AVE PED BR OV SIRT S SHR,Staten Island
"POINT(-73.95256379907188, 40.7392642578622)",PULASKI BR OVER NEWTOWN CRK QNS,Queens
"POINT(-73.98934518702791, 40.70508887253181)",MANHATTAN BR LOWER LEVEL BKLYN,Brooklyn
"POINT(-73.98948018281791, 40.705101590541354)",MANHATTAN BR UPPER LEVEL BKLYN,Brooklyn
"POINT(-73.96303753326525, 40.62892701080899)",EAST   14 ST OVER LIRR BAY RIDGE,Brooklyn
"POINT(-73.99379367855823, 40.763066970685514)",W 47 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.9934931005229, 40.76375019943859)",W 48 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.99293762041201, 40.764331712304)",W 49 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.99170917927343, 40.766276675713335)",W 52 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.99127268715677, 40.76692712900949)",W 53 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.99062842820379, 40.770859435086614)",W 58 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.99067492957354, 40.77125011020352)",11 AV BR OV AMTRK   30 ST BRCH,Manhattan
"POINT(-73.94892726006438, 40.8341259600811)",RIVERSIDE DRIVE OVER W  155 ST,Manhattan
"POINT(-73.98890269565668, 40.7767249913175)",WEST   66 STREET OVER AMTRAK,Manhattan
"POINT(-73.9894227263419, 40.77524823827118)",WEST   64 ST OVER AMTRAK,Manhattan
"POINT(-73.9862145896304, 40.78131638027893)",PED BR AT 73 ST OVR HHP AMTRAK,Manhattan
"POINT(-74.00075556005288, 40.70722444005797)",FDR DRV NB OFF RAMP OV FDR S ST,Manhattan
"POINT(-73.97458039972935, 40.719984930262356)",HOUSTON ST RAMP TO FDR DRIVE NB,Manhattan
"POINT(-74.00251789978053, 40.710268520409606)",BK BR EN FDR OV FRKFT PEARL ST,Manhattan
"POINT(-74.0023754600291, 40.710239380101825)",PRL ST TO BKLYN OVER LND ADJ BR,Manhattan
"POINT(-74.00103109030123, 40.70959779024712)",TO FDR DRIVE NB OVER PEARL ST,Manhattan
"POINT(-74.00210704945886, 40.71081996024128)",TO PEARL ST OVR LND ADJ TO BRDGE,Manhattan
"POINT(-74.00038198016175, 40.709299670153534)",PRLST TO FDR DR OV LND ADJ TO BR,Manhattan
"POINT(-73.92252499509385, 40.716543137462125)",GRAND,Queens
"POINT(-73.82243393897821, 40.7897538196228)",WHTSTNE EX NB OV BLT CRSS IS PKW,Queens
"POINT(-73.89973157057989, 40.725785240324825)",HAMILTON PLACE OVER I-495 LIE,Queens
"POINT(-73.99417376006096, 40.772350880030324)",MILLER HIGHWAY OVER TERRAIN,Manhattan
"POINT(-73.95440770000451, 40.756814520231686)",59 BR RP OV GAR AT 2 AV MN,Manhattan
"POINT(-73.95035064880369, 40.754969686493354)",ED KOCH QNSBORO BR LWR LVL QNS,Queens
"POINT(-73.95024342514151, 40.75509534571509)",ED KOCH QNSBORO BR UPPER LVL QNS,Queens
"POINT(-73.81252338933554, 40.76262724962773)",MURRAY ST OVR LIRR PORT WASH BR,Queens
"POINT(-73.84224356982011, 40.66875786006115)",CROSS BAY BLVD OVR NASSAU EXPWY,Queens
"POINT(-74.1425522840185, 40.64096389860073)",BAYONNE,Staten Island
"POINT(-73.7732717692408, 40.73613704302795)",MOTOR PKWY PED BR OVER   73 AVE,Queens
"POINT(-73.76819735786431, 40.729213170015214)",FRNCIS LWS BLV OV CUNNINGHM PKRD,Queens
"POINT(-73.89498291735583, 40.744128640724455)",70 STREET OVER I-278 BQE,Queens
"POINT(-73.89617462995267, 40.72545526995302)",GRAND AVENUE OVER I-495 LIE,Queens
"POINT(-73.89488849959952, 40.72533552991811)",69 ST OVER I-495 LIE,Queens
"POINT(-73.87123043010317, 40.73189048951205)",I-495 LIE OVER WOODHAVEN BLVD,Queens
"POINT(-73.88249097794062, 40.692191932830006)",CYPRESS HLS ST OV J ROBINSON PKW,Queens
"POINT(-73.87473357017655, 40.69620411015298)",J ROBINSON PKWY OV CYP HLS CEM,Queens
"POINT(-73.85824108985324, 40.7029349098551)",MYRTLE AVE OVER J ROBINSON PKWY,Queens
"POINT(-73.84151240314613, 40.70898924178116)",J ROBNSON PKW OV METROPOLITAN AV,Queens
"POINT(-73.83742851984316, 40.71068164975507)",UNION TPKE OV J ROBINSON PARKWAY,Queens
"POINT(-73.83606828016305, 40.711750140374065)",MARKWOOD PL OVER J ROBINSON PKWY,Queens
"POINT(-73.83106985048644, 40.71434557031046)",QUEENS BLVD OVER J ROBINSON PKWY,Queens
"POINT(-73.89975074988607, 40.74010095059287)",65 PLACE OVER I-278 BQE,Queens
"POINT(-73.89888511000639, 40.74082285046318)",QUEENS BOULEVARD OVER I-278 BQE,Queens
"POINT(-73.8963752201247, 40.74287518003233)",WOODSIDE AVENUE OVER I-278 BQE,Queens
"POINT(-73.89575398919578, 40.74335153386263)",69 STREET OVER I-278 BQE,Queens
"POINT(-73.9251805095031, 40.74896991029175)",39 ST (NORTH) OVR SUNNYSIDE YD,Queens
"POINT(-73.89547367931438, 40.748535170182905)",37 AVENUE OVER CSX TRANSPORT,Queens
"POINT(-73.89430136968691, 40.746573730231766)",ROOSEVELT AVENUE OV CSX-HELLGATE,Queens
"POINT(-73.89322765006175, 40.744979120212484)",41 AVENUE OVER CSX TRANSPORT,Queens
"POINT(-73.8861326798295, 40.73068314016365)",GRAND AVENUE OVER CSX TRANSPORT,Queens
"POINT(-73.89163460949123, 40.74217469030647)",43 AVENUE OVER CSX TRANSPORT,Queens
"POINT(-73.89117393946461, 40.7413865304188)",44 AVENUE OVER CSX TRANSPORT,Queens
"POINT(-73.8907357607914, 40.7406706605096)",45 AVENUE OVER CSX TRANSPORT,Queens
"POINT(-73.88554527904063, 40.72872839057674)",57 AVENUE OVER CSX TRANSPORT,Queens
"POINT(-73.88476018304605, 40.72478203743089)",CALDWELL AVE OVER CSX TRANSPORT,Queens
"POINT(-73.8847093087529, 40.722450952199594)",ELIOT AVENUE OVER CSX TRANSPORT,Queens
"POINT(-73.88694856961936, 40.716254160352655)",JUNIPER BLVD SOUTH OV CSX TRNPRT,Queens
"POINT(-73.88739094021938, 40.7152070205452)",69 STREET OVR CSX TRANSPORT,Queens
"POINT(-73.84274163248419, 40.82852357616039)",BRCKNR EX SVC RD OV WCHESTER CRK,The Bronx
"POINT(-73.86084753919074, 40.900821300026514)",NEREID AV E  240 OV BX RIV PKWY,The Bronx
"POINT(-73.8719132556012, 40.854053488260604)",BX RIV PKWY OVR BOSTON RD BX ZOO,The Bronx
"POINT(-73.94475408042065, 40.76293630078323)",ROOSEVELT IS,Queens
"POINT(-73.97467227012821, 40.73706605321984)",EAST 25 ST PED BRDGE OVER FDR DR,Manhattan
"POINT(-73.96338119976281, 40.75350873408757)",EAST 51 ST PED BRDGE OVER FDR DR,Manhattan
"POINT(-73.9390646723495, 40.78633802968198)",EAST 103 ST PED BRDG OVER FDR DR,Manhattan
"POINT(-73.92929637316843, 40.796999966543794)",EAST 120 ST PED BRDG OVER FDR DR,Manhattan
"POINT(-73.94866862968297, 40.836464109970535)",W 158 ST OV AMTRAK 30 ST BRNCH,Manhattan
"POINT(-73.83842804955871, 40.8406810803835)",E TREMONT AVE OV HUTCH RIV PKWY,The Bronx
"POINT(-73.83773707987382, 40.84282630003661)",WESTCHESTER AV OV HUTCH RIV PKWY,The Bronx
"POINT(-73.90301425968985, 40.80871729068411)",EAST  149 ST OVER AMTRAK AND CSX,The Bronx
"POINT(-73.89696267975329, 40.81254371423792)",LEGGETT AVE OVER AMTRAK AND CSX,The Bronx
"POINT(-73.89471834973108, 40.81539937006325)",LONGWOOD AVE OVER AMTRAK AND CSX,The Bronx
"POINT(-73.8328421352425, 40.85599695608778)",BX PELHAM PKWY OV HUTCH RIV PKWY,The Bronx
"POINT(-73.82156871484482, 40.868462077821405)",HUTCH RIV PKWY OV HUTCHINSON RIV,The Bronx
"POINT(-73.92932633942351, 40.8418610398163)",DEPOT PL BR OV METRO N HUDSON LA,The Bronx
"POINT(-73.91468106989082, 40.884656090538314)",232 ST BRDG OVER H HUDSON PKWY,The Bronx
"POINT(-73.90875725018262, 40.88935473070622)",239 ST BRDGE OVER H HUDSON PKWY,The Bronx
"POINT(-73.99616973998958, 40.759924566816224)",W 42 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.9510965599298, 40.82922052033382)",148 STREET PEDESTRIAN,Manhattan
"POINT(-73.93144802997907, 40.86898796002403)",INWOOD HILL PARK AMTRAK,Manhattan
"POINT(-73.95205544977, 40.78726919999725)",EAST   97 ST OVER METRO N RAILRD,Manhattan
"POINT(-73.99245975082489, 40.76495617997422)",W 50 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.99091787004812, 40.76839902033435)",W 55 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.99086119997575, 40.76919266724928)",W 56 ST OV AMTRAK 30 ST BRANCH,Manhattan
"POINT(-73.99733636948272, 40.75871359935765)",W 40 ST OV AMTRAK 30 ST BRCH,Manhattan
"POINT(-73.97676336991204, 40.75427006996112)",PARK AVENUE SB OVER E   45 ST,Manhattan
"POINT(-73.97574765972983, 40.753812939928096)",PARK AVENUE NB OVER E   45 ST,Manhattan
"POINT(-73.90793588127421, 40.89121852926227)",MANH COLLEGE PKW OV H HUDSON PKW,The Bronx
"POINT(-74.144755088135, 40.63120067263035)",PS 21,Staten Island
"POINT(-73.90690608933797, 40.899256070374655)",252 ST BRDGE OV H HUDSON PKWY,The Bronx
"POINT(-73.90580080953677, 40.900679660299254)",RIVERDALE AVE OVER H HUDSON PKWY,The Bronx
"POINT(-73.90187529003165, 40.901243419699725)",FIELDSTON RD OVER H HUDSON PKWY,The Bronx
"POINT(-73.89700276043334, 40.90030219474575)",HENRY HUDSON PARKWAY OVER BDWY,The Bronx
"POINT(-73.83539036465771, 40.856453364185064)",BRONX PELHAM PARKWAY OVER AMTRAK,The Bronx
"POINT(-73.82456325930791, 40.88744382054953)",BOSTON POST RD OV HUTCHINSON RIV,The Bronx
"POINT(-73.87426425930816, 40.866841770007106)",MOSHOLU PARKWAY OVER BRONX RIVER,The Bronx
"POINT(-73.87967881968429, 40.86803390033982)",MOSHOLU PARKWAY OVR METRO N RAIL,The Bronx
"POINT(-73.88038413036827, 40.869196490581125)",MOSHOLU PARKWAY OVER WEBSTER AVE,The Bronx
"POINT(-73.88466522344197, 40.8797369567527)",JEROME AVENUE OVER MOSHOLU PKWY,The Bronx
"POINT(-73.88531465941826, 40.89941612042773)",MOSHOLU PKWY OVER EQUESTRIAN PTH,The Bronx
"POINT(-73.8864852100539, 40.900283789760095)",MOSHOLU PKWY OVR CONRAIL ABDND,The Bronx
"POINT(-73.89006453923344, 40.90021797023993)",MSHLU PKW OV SB RMP TO H HUD PKW,The Bronx
"POINT(-73.81584703981264, 40.86200074999214)",SHORE ROAD OVER HUTCHINSON RIVER,The Bronx
"POINT(-73.91287774969948, 40.816086870412136)",WESTCHESTER AV OVR CSX PT MORRIS,The Bronx
"POINT(-73.91183313940451, 40.81967093049491)",E 156 ST BR OVR CSX PORT MORRIS,The Bronx
"POINT(-73.9111246600443, 40.82336301036913)",E  161 ST BR OVER CSX PNT MORRIS,The Bronx
"POINT(-73.91186684976056, 40.82502756067033)",E  163 ST OVER CSX PORT MORRIS,The Bronx
"POINT(-73.91102056020854, 40.82221647013481)",3 AVENUE OVER CSX PORT MORRIS,The Bronx
"POINT(-73.90982161923823, 40.80859809010346)",ST MARYS CONCORD AVE OV CSX RAIL,The Bronx
"POINT(-73.90897622969327, 40.8080184095899)",WALES AVE OVER CSX PORT MORRIS,The Bronx
"POINT(-73.90812032922982, 40.80739745007804)",SOUTHERN BLVD OV CSX PORT MORRIS,The Bronx
"POINT(-73.9075139289663, 40.806581761979736)",BRUCKNER BLVD OV CSX PORT MORRIS,The Bronx
"POINT(-73.9129249694404, 40.82592792019119)",MELROSE AVE OVER CSX PORT MORRIS,The Bronx
"POINT(-73.89391916259498, 40.816186659380534)",LAFAYETTE AVE OVR AMTRAK AND CSX,The Bronx
"POINT(-73.91206448488869, 40.82786284724341)",EAST  165 ST OVER METRO N HARLEM,The Bronx
"POINT(-73.90930908002017, 40.83034152970798)",EAST  167 ST OVER METRO N HARLEM,The Bronx
"POINT(-73.90836156988038, 40.8319110505513)",EAST  168 ST OVER METRO N HARLEM,The Bronx
"POINT(-73.8926652296219, 40.817463829840044)",TIFFANY ST OVER AMTRAK AND CSX,The Bronx
"POINT(-73.89158932977308, 40.8184896097874)",BARRETTO ST OVER AMTRK AND LIRR,The Bronx
"POINT(-73.890095689839, 40.81972971077702)",HUNTS POINT AVE BR OVER AMTRAK,The Bronx
"POINT(-73.88852008988458, 40.820860070295076)",FAILE ST OVER AMTRAK AND CSX,The Bronx
"POINT(-73.9013831501256, 40.75958502959668)",I-278 BQE WEST LEG OVER 30 AVE,Queens
"POINT(-73.89878194714858, 40.75978977898212)",I-278 BQE EAST LEG OVER 30 AVE,Queens
"POINT(-73.90254824489067, 40.762532059682094)",BULOVA AVENUE OV I-278 BQE W LEG,Queens
"POINT(-73.88776643989756, 40.821480199880156)",BRYANT AVE OVER AMTRAK AND CSX,The Bronx
"POINT(-73.8850713400569, 40.828175809899996)",WESTCHESTER AVE OVER AMTRAK CSX,The Bronx
"POINT(-73.8762043200243, 40.87033950997281)",204 ST FOOTBRIDGE,The Bronx
"POINT(-73.87537910005294, 40.83762046059387)",EAST  177 ST OVER AMTRAK,The Bronx
"POINT(-73.8701865497648, 40.83959395038179)",EAST TREMONT AVENUE OVER AMTRAK,The Bronx
"POINT(-73.86475568925721, 40.84170459016604)",WHITE PLAINS ROAD OVR AMTRAK CSX,The Bronx
"POINT(-73.86424609957116, 40.84182000065274)",UNIONPORT RD OVR AMTRAK AND CSX,The Bronx
"POINT(-73.8474236700588, 40.84562650984874)",WILLIAMSBRIDGE RD OVR AMTRAK CSX,The Bronx
"POINT(-73.8127655099149, 40.870036050004444)",SHORE RD CIRCLE OVER AMTRAK CSX,The Bronx
"POINT(-73.92725180944875, 40.821663780024)",WALTON AVE OVR METRO N HDSN LINE,The Bronx
"POINT(-73.92781342996024, 40.82252987960501)",GERARD AVE OV METRO N HDSN LANE,The Bronx
"POINT(-73.90743015000054, 40.833467589852766)",EAST  169 ST OVER METRO N HARLEM,The Bronx
"POINT(-73.90341076047923, 40.76595733069735)",49 ST OVER I-278 BQE WEST LEG,Queens
"POINT(-73.90478396017566, 40.768534838314665)",ASTORIA BL EB OV I-278 BQE W LEG,Queens
"POINT(-73.90505066956695, 40.76849153020153)",I-278 NB OVER GRAND CNTRL PKWY,Queens
"POINT(-73.73987455984128, 40.666428889770295)",N CNDUIT WB OV BLT LRLTN PKWY EB,Queens
"POINT(-73.9019055995274, 40.74099875008966)",QUEENS BLVD OVR ACCESS RD BQE SB,Queens
"POINT(-73.90187082919653, 40.76758402030455)",49 ST OVER GRAND CNTRL PARKWAY,Queens
"POINT(-73.84149706716536, 40.666118375065146)",CROSS BAY BLVD OV BELT SHORE PKW,Queens
"POINT(-73.83876661020412, 40.66690913020293)",S CONDUIT BL OV BELT SOUTHRN PKW,Queens
"POINT(-73.83487388217253, 40.66638720575386)",COHANCY ST OV BELT SOUTHERN PKWY,Queens
"POINT(-73.81045293047191, 40.666635080597146)",130 ST BR OV BELT SOUTHERN PKWY,Queens
"POINT(-73.77115229003009, 40.66744078019199)",GUY R BREWER BL OV BELT STHN PKW,Queens
"POINT(-73.76698326189283, 40.66697926776346)",FARMERS BL OV BELT SOUTHERN PKWY,Queens
"POINT(-73.7579888398142, 40.665967580033005)",SPRINGFIELD BL OV BELT STHRN PKW,Queens
"POINT(-73.75213309976033, 40.66583832994203)",225 ST OVER BELT SOUTHERN PKWY,Queens
"POINT(-73.74076632006833, 40.6659094799879)",SNRSE HW WB OV BELT LRLTN PKW EB,Queens
"POINT(-73.74116098986654, 40.66599284037298)",SNRSE HW WB OV BELT LRLTN PKW WB,Queens
"POINT(-73.88891171005706, 40.71218906054281)",METROPOLITAN AVE OVR CSX TRNSPRT,Queens
"POINT(-73.90725622511218, 40.71551440974015)",ANDREWS AVE OVR LIRR MONTAUK DIV,Queens
"POINT(-73.90576175959373, 40.71461478041636)",60 ST OVER LIRR MONTAUK LINE,Queens
"POINT(-73.90286204536011, 40.71379059148424)",ELIOT AVE OVR LIRR-MONTAUK DIV,Queens
"POINT(-73.86897763375605, 40.70673802060571)",80 ST OVER   77 AVE AND LIRR,Queens
"POINT(-73.8397252402633, 40.70359048843498)",FOREST PK DR OV LIRR MONTAUK DIV,Queens
"POINT(-73.83871115952019, 40.703231150021374)",PARK LANE S OVER LIRR MOTAUK DIV,Queens
"POINT(-73.85249440957116, 40.7022860501003)",MYRTLE AVE OVER ABANDONED LIRR,Queens
"POINT(-73.92534106982521, 40.74791939970136)",39 ST OVER AMTRAK AND LIRR YD,Queens
"POINT(-73.87321761942457, 40.72991378053447)",60 ROAD PED BRIDGE OVER LIRR,Queens
"POINT(-73.85095302966099, 40.70077718803491)",FOREST PARK DRIVE OVER LIRR,Queens
"POINT(-73.76132079014985, 40.764167730096005)",221 ST OVER LIRR PORT WASH BRDG,Queens
"POINT(-73.84889177028178, 40.68815370993965)",WOODHAVEN BLVD OVER ATLANTIC AVE,Queens
